season,playerId,player,position,team,conference,category,statType,stat
2020,4427217,Daimarqua Foster,RB,TCU,Big 12,receiving,YPR,6.9
2020,4426330,Jerrion Ealy,RB,Ole Miss,SEC,kickReturns,AVG,21.0
2020,4565770,Damien Moore,RB,California,Pac-12,receiving,TD,0
2020,4250525,Will Jones,QB,Western Carolina,Southern,passing,INT,1
2020,4240392,Markenzy Pierre,RB,Syracuse,ACC,receiving,YPR,2.0
2020,4429219,Ira Armstead,QB,Virginia,ACC,passing,YDS,9
2020,4242243,Keytaon Thompson,WR,Virginia,ACC,receiving,LONG,56
2020,4426502,Drake London,WR,USC,Pac-12,defensive,SOLO,0
2020,4689890,Zach Fryar,TE,UTEP,Conference USA,kickReturns,NO,1
2020,4045705,Aaron McAllister,RB,Charlotte,Conference USA,fumbles,LOST,0
2020,4371970,Matt Bjorson,TE,Indiana,Big Ten,defensive,TOT,1
2020,4374062,Trae Hall,WR,New Mexico,Mountain West,rushing,YPC,2.6
2020,4035460,Zerrick Cooper,QB,Jacksonville State,OVC,passing,ATT,37
2020,4243966,Chaton Mobley,RB,Middle Tennessee,Conference USA,kickReturns,YDS,9
2020,4372015,Xavier Williams,WR,Alabama,SEC,receiving,YPR,8.0
2020,4241407,Braydon Johnson,WR,Oklahoma State,Big 12,kickReturns,LONG,32
2020,4240636,Robert Burns,RB,Miami,ACC,receiving,YDS,26
2020,4259250,Daniel Leconte,RB,Florida Atlantic,Conference USA,rushing,YDS,-2
2020,4576119,Deyunkrea Lewis,TE,Troy,Sun Belt,defensive,TD,0
2020,4428890,Levi Williams,QB,Wyoming,Mountain West,rushing,TD,6
2020,4239939,Dennis Grosel,QB,Boston College,ACC,passing,INT,3
2020,4430260,Stone Norton,QB,Florida International,Conference USA,passing,COMPLETIONS,25
2020,4570561,Eric Gray,RB,Tennessee,SEC,puntReturns,NO,5
2020,4360799,Jordan Travis,QB,Florida State,ACC,passing,INT,6
2020,4043158,T.J. Vasher,WR,Texas Tech,Big 12,defensive,SOLO,0
2020,4044081,Keyion Dixon,WR,Eastern Kentucky,OVC,passing,TD,0
2020,4568345,Shawn Naim,WR,Akron,Mid-American,defensive,SACKS,0
2020,4362630,Terrace Marshall Jr.,WR,LSU,SEC,fumbles,LOST,1
2020,4428931,Jamontez Woods,RB,Troy,Sun Belt,fumbles,LOST,1
2020,4691102,Ty Love,WR,Stephen F. Austin,Southland,receiving,REC,1
2020,4608606,Tyson Mobley,WR,Coastal Carolina,Sun Belt,rushing,LONG,13
2020,4244306,Jalen Walker,WR,Miami (OH),Mid-American,puntReturns,TD,0
2020,4250715,Dakota Allen,TE,Eastern Kentucky,OVC,passing,PCT,0.600
2020,4569234,Keshunn Abram,WR,Kent State,Mid-American,receiving,TD,1
2020,4433827,Rocko Griffin,RB,Vanderbilt,SEC,kickReturns,NO,1
2020,4360238,Dameon Pierce,RB,Florida,SEC,rushing,LONG,38
2020,4360405,Jake Bobo,WR,Duke,ACC,puntReturns,TD,0
2020,4373743,Brandon Walters,RB,Army,FBS Independents,receiving,YDS,33
2020,4427111,Michel Dukes,RB,Clemson,ACC,kickReturns,LONG,20
2020,4035588,Jack Lindsey,QB,Arkansas,SEC,rushing,YPC,20.0
2020,4241474,Brian Robinson Jr.,RB,Alabama,SEC,kickReturns,YDS,56
2020,4371730,Brady McBride,QB,Texas State,Sun Belt,fumbles,FUM,1
2020,4045290,Peyton Ramsey,QB,Northwestern,Big Ten,defensive,TFL,0
2020,4245645,Gary Brightwell,RB,Arizona,Pac-12,receiving,YDS,58
2020,4427535,Christian Hunter,RB,Colorado State,Mountain West,rushing,YPC,4.6
2020,4048245,Bubba Ogbebor,WR,Arkansas State,Sun Belt,receiving,TD,0
2020,4373086,Seth Porter,WR,Kansas State,Big 12,puntReturns,AVG,18.0
2020,4571364,Hajj-Malik Williams,QB,Campbell,Big South,passing,YPA,6.6
2020,4240625,Mike Harley,WR,Miami,ACC,fumbles,REC,0
2020,4040625,Demario McCall,WR,Ohio State,Big Ten,rushing,CAR,1
2020,4365393,Jordan Goco,TE,Campbell,Big South,defensive,SOLO,1
2020,4374169,Tyleek Collins,WR,UNLV,Mountain West,rushing,YDS,-9
2020,4032487,Donnavan Spencer,RB,Western Carolina,Southern,rushing,YDS,131
2020,4572455,Jake Smith,WR,Texas,Big 12,receiving,TD,3
2020,4241004,Thomas Hennigan,WR,App State,Sun Belt,receiving,TD,3
2020,4575862,Trebor Pena,WR,Syracuse,ACC,defensive,PD,0
2020,4429806,Fenley Graham,WR,Florida,SEC,defensive,TD,0
2020,4035654,Riley Lees,WR,Northwestern,Big Ten,receiving,TD,2
2020,4036676,Darion Anderson,WR,Georgia Southern,Sun Belt,receiving,LONG,22
2020,4361655,Ricky Person Jr.,RB,NC State,ACC,defensive,PD,0
2020,4566196,Will Rogers,QB,Mississippi State,SEC,rushing,YPC,-1.4
2020,4252353,Justin Smith,RB,Navy,American Athletic,rushing,YPC,0.0
2020,4360275,T.J. Pledger,RB,Oklahoma,Big 12,receiving,YPR,8.6
2020,4241407,Braydon Johnson,WR,Oklahoma State,Big 12,kickReturns,AVG,17.1
2020,4039307,Marquez Stevenson,WR,Houston,American Athletic,defensive,TFL,0
2020,4431091,Ben Finley,QB,NC State,ACC,rushing,LONG,6
2020,4695580,Malcolm Johnson Jr.,WR,Auburn,SEC,defensive,SOLO,0
2020,4241343,Eric Hommel,WR,Kansas State,Big 12,defensive,TFL,0
2020,4428699,Messiah Travis,WR,Northern Illinois,Mid-American,receiving,REC,5
2020,4570507,Devin Voisin,WR,South Alabama,Sun Belt,defensive,TD,0
2020,4371115,Tyrese White,RB,Abilene Christian,Southland,receiving,YPR,2.5
2020,4568421,Darius Lewis,WR,Georgia Southern,Sun Belt,rushing,LONG,16
2020,4430712,Jordan Simmons,RB,Michigan State,Big Ten,rushing,LONG,28
2020,4384198,Justin Henderson,RB,Louisiana Tech,Conference USA,defensive,PD,0
2020,4429012,Kendall Milton,RB,Georgia,SEC,receiving,LONG,22
2020,4428367,Tayvion Robinson,WR,Virginia Tech,ACC,passing,ATT,1
2020,4241602,McLane Mannix,WR,Texas Tech,Big 12,defensive,SOLO,1
2020,4240710,A.J. Davis,RB,Pittsburgh,ACC,fumbles,REC,1
2020,4374062,Trae Hall,WR,New Mexico,Mountain West,fumbles,FUM,3
2020,4691101,Lavar Lindo,TE,Stephen F. Austin,Southland,receiving,LONG,5
2020,4430878,Jaxon Smith-Njigba,WR,Ohio State,Big Ten,defensive,SOLO,1
2020,4360890,Jordan McCloud,QB,South Florida,American Athletic,punting,NO,1
2020,4612824,Broc Lane,TE,Utah State,Mountain West,defensive,TFL,0
2020,4572366,Andrew Brito,QB,Massachusetts,FBS Independents,defensive,TOT,1
2020,4362073,Casey Thompson,QB,Texas,Big 12,passing,YDS,225
2020,4243816,Jordan Merrell,WR,Florida Atlantic,Conference USA,receiving,TD,0
2020,4427217,Daimarqua Foster,RB,TCU,Big 12,rushing,YPC,3.4
2020,4373680,Maclaine Griffin,WR,Boise State,Mountain West,defensive,TFL,0
2020,4043980,Luke Anthony,QB,Louisiana Tech,Conference USA,passing,COMPLETIONS,138
2020,4243539,Noah Vedral,QB,Rutgers,Big Ten,rushing,TD,1
2020,4602667,Jaylin Lane,WR,Middle Tennessee,Conference USA,receiving,YPR,9.4
2020,4379400,Matthew Downing,QB,TCU,Big 12,fumbles,FUM,1
2020,4577316,Braheam Murphy,RB,Army,FBS Independents,defensive,TOT,1
2020,4384197,Jordan Myles,RB,Louisiana Tech,Conference USA,defensive,SACKS,0
2020,4426420,Devyn Ford,RB,Penn State,Big Ten,receiving,YPR,3.4
2020,4429013,Tank Bigsby,RB,Auburn,SEC,kickReturns,YDS,300
2020,4429105,Arian Smith,WR,Georgia,SEC,rushing,YPC,-9.0
2020,4261168,Bryson Carroll,RB,New Mexico,Mountain West,passing,TD,2
2020,4243543,Otis Anderson,RB,UCF,American Athletic,puntReturns,LONG,14
2020,4372522,Jalen Preston,WR,Texas A&M,SEC,receiving,TD,0
2020,4372526,Deneric Prince,RB,Tulsa,American Athletic,defensive,SOLO,1
2020,4245131,Tim Jones,WR,Southern Miss,Conference USA,kickReturns,LONG,37
2020,4360609,Malcom Davidson,RB,Florida Atlantic,Conference USA,receiving,LONG,31
2020,4430800,Julian Fleming,WR,Ohio State,Big Ten,receiving,YPR,10.6
2020,4259553,Stetson Bennett,QB,Georgia,SEC,rushing,LONG,12
2020,4575528,Francis Sherman,TE,Louisville,ACC,receiving,YDS,19
2020,4243165,Jaylon Jackson,WR,Colorado,Pac-12,receiving,YPR,8.5
2020,4575528,Francis Sherman,TE,Louisville,ACC,receiving,TD,1
2020,4429079,Luke Doty,WR,South Carolina,SEC,passing,ATT,70
2020,4578654,Jaden Walley,WR,Mississippi State,SEC,kickReturns,AVG,11.0
2020,4685184,Donald Chaney Jr.,RB,Miami,ACC,rushing,CAR,68
2020,4360972,Sean Ryan,WR,West Virginia,Big 12,rushing,YPC,2.0
2020,4361287,A'Jon Vivens,RB,Colorado State,Mountain West,rushing,TD,1
2020,4432267,Joey Hobert,WR,Washington State,Pac-12,defensive,TFL,0
2020,4255990,Calvin Tyler Jr.,RB,Oregon State,Pac-12,receiving,YDS,9
2020,4240838,Terrell Jana,WR,Virginia,ACC,defensive,SOLO,2
2020,4240784,Brett Slusher,WR,Kentucky,SEC,defensive,TFL,0
2020,4430470,TJ Sheffield,WR,Purdue,Big Ten,receiving,REC,2
2020,4240408,Nykeim Johnson,WR,Syracuse,ACC,rushing,YPC,10.3
2020,4689590,Bryce Kennon,TE,Charlotte,Conference USA,defensive,PD,0
2020,4567527,Tyler Moore,WR,Memphis,American Athletic,receiving,TD,0
2020,4365393,Jordan Goco,TE,Campbell,Big South,defensive,TFL,0
2020,4379569,Jesse Matthews,WR,San Diego State,Mountain West,receiving,LONG,51
2020,4373086,Seth Porter,WR,Kansas State,Big 12,rushing,YDS,1
2020,4245144,Davontavean Martin,WR,Oklahoma State,Big 12,receiving,LONG,35
2020,4259147,Jake Tonges,TE,California,Pac-12,receiving,YPR,6.7
2020,4360580,Peje' Harris,TE,Georgia Tech,ACC,defensive,SOLO,1
2020,3929783,Isaac James,WR,Ball State,Mid-American,receiving,LONG,9
2020,4433829,Mitch Griffis,QB,Wake Forest,ACC,passing,TD,1
2020,4240506,Adonicas Sanders,WR,Georgia Tech,ACC,receiving,YPR,13.1
2020,4686788,CJ Harris,QB,Ohio,Mid-American,rushing,LONG,13
2020,4361732,Shocky Jacques-Louis,WR,Pittsburgh,ACC,defensive,QB HUR,0
2020,4372519,Jashaun Corbin,RB,Florida State,ACC,kickReturns,AVG,16.0
2020,4046743,Grant Loy,QB,Auburn,SEC,passing,INT,0
2020,4360326,Pooka Williams Jr.,RB,Kansas,Big 12,defensive,SOLO,0
2020,4569431,Mike Martinez,TE,UCLA,Pac-12,receiving,YPR,10.3
2020,4247264,Bryce Nunnelly,WR,Chattanooga,Southern,receiving,REC,3
2020,4360932,DeAndre Torrey,RB,North Texas,Conference USA,kickReturns,AVG,17.7
2020,4613067,Zion Bowens,WR,Hawai'i,Mountain West,receiving,YDS,145
2020,4243712,CJ Williams,RB,Navy,American Athletic,receiving,LONG,36
2020,4430894,Caziah Holmes,RB,Penn State,Big Ten,kickReturns,NO,1
2020,4697802,Jackson He,RB,Arizona State,Pac-12,rushing,YDS,7
2020,4370803,Grant Misch,TE,Virginia,ACC,defensive,QB HUR,0
2020,4040903,Saevion Johnson,RB,Fresno State,Mountain West,rushing,CAR,1
2020,4430847,Chris Street,RB,California,Pac-12,rushing,YDS,2
2020,4430823,Thaiu Jones-Bell,WR,Alabama,SEC,receiving,YPR,-2.0
2020,4242243,Keytaon Thompson,WR,Virginia,ACC,rushing,YPC,6.0
2020,4243331,Cade Otton,TE,Washington,Pac-12,receiving,LONG,42
2020,4240473,Jake Marwede,TE,Duke,ACC,receiving,YDS,145
2020,4259550,Matt Landers,WR,Georgia,SEC,receiving,LONG,23
2020,4046599,D.J. Render,WR,Kansas State,Big 12,receiving,REC,7
2020,4030676,Tommy McIntyre,TE,SMU,American Athletic,receiving,YDS,6
2020,4570674,Kevin Harris,RB,South Carolina,SEC,defensive,TOT,1
2020,4361762,Sean Shaw Jr.,WR,Iowa State,Big 12,receiving,LONG,35
2020,4362452,Jaret Patterson,RB,Buffalo,Mid-American,fumbles,LOST,0
2020,4427569,Giles Jackson,WR,Michigan,Big Ten,defensive,TD,1
2020,4047337,Rakeem Boyd,RB,Arkansas,SEC,rushing,YPC,3.8
2020,4245645,Gary Brightwell,RB,Arizona,Pac-12,defensive,PD,0
2020,4240069,Malik Cunningham,QB,Louisville,ACC,fumbles,FUM,5
2020,4037121,Rex Culpepper,QB,Syracuse,ACC,passing,COMPLETIONS,94
2020,4368172,Jordan Murray,TE,Missouri State,MVFC,receiving,LONG,9
2020,4240418,Christian Beal-Smith,RB,Wake Forest,ACC,defensive,TFL,0
2020,4242433,Josh Palmer,WR,Tennessee,SEC,receiving,YPR,14.4
2020,4362796,Ja'Veon Marlow,RB,Vanderbilt,SEC,receiving,YDS,-3
2020,4244804,Preston Hutchinson,QB,Eastern Michigan,Mid-American,fumbles,REC,0
2020,4239992,Amari Rodgers,WR,Clemson,ACC,defensive,TOT,2
2020,4362052,Trent Thompson,TE,UTEP,Conference USA,kickReturns,AVG,11.0
2020,4426902,Parker Christensen,TE,Wyoming,Mountain West,rushing,LONG,5
2020,4367178,Dorian Thompson-Robinson,QB,UCLA,Pac-12,passing,YPA,8.1
2020,4035847,Melquise Stovall,WR,Hawai'i,Mountain West,puntReturns,TD,0
2020,4360738,Jack West,QB,Stanford,Pac-12,passing,YPA,8.1
2020,4402090,Riley Sharp,TE,Oregon State,Pac-12,defensive,TD,0
2020,4426760,Stephan Bracey,WR,Wisconsin,Big Ten,receiving,YDS,11
2020,4428606,Jacquez Stuart,RB,Toledo,Mid-American,kickReturns,AVG,18.7
2020,4243830,Jaelon Darden,WR,North Texas,Conference USA,defensive,TD,0
2020,4427597,Devin Jennings,WR,Wyoming,Mountain West,receiving,YDS,7
2020,4362260,Carter Bradley,QB,Toledo,Mid-American,passing,PCT,0.618
2020,4429084,Anthony Richardson,QB,Florida,SEC,passing,TD,1
2020,4427960,Terrell McDonald,TE,UAB,Conference USA,receiving,LONG,14
2020,4572370,Javon Turner,WR,Massachusetts,FBS Independents,receiving,REC,1
2020,4035851,Demetris Robertson,WR,Georgia,SEC,receiving,REC,12
2020,4431310,Henry Parrish Jr.,RB,Ole Miss,SEC,rushing,CAR,56
2020,4039357,Sean Dykes,TE,Memphis,American Athletic,defensive,SOLO,1
2020,4697815,Rachaad White,RB,Arizona State,Pac-12,puntReturns,AVG,3.7
2020,4428063,Tre Mosley,WR,Michigan State,Big Ten,receiving,REC,7
2020,4426892,Dante Cephas,WR,Kent State,Mid-American,defensive,TOT,2
2020,4361732,Shocky Jacques-Louis,WR,Pittsburgh,ACC,receiving,YPR,12.6
2020,4576297,A.J. Barner,TE,Indiana,Big Ten,defensive,TFL,0
2020,4242654,Jacob Free,QB,Troy,Sun Belt,passing,INT,5
2020,4429562,Micaleous Elder,WR,Charlotte,Conference USA,receiving,LONG,46
2020,4426494,John Rhys Plumlee,QB,Ole Miss,SEC,receiving,LONG,44
2020,4426409,Chez Mellusi,RB,Clemson,ACC,rushing,YDS,151
2020,4240479,Bruce Jordan-Swilling,RB,Georgia Tech,ACC,rushing,TD,0
2020,4240573,Ihmir Smith-Marsette,WR,Iowa,Big Ten,kickReturns,LONG,33
2020,4365451,Ja'Won Howell,RB,North Alabama,Big South,rushing,LONG,6
2020,4577324,Jakobi Buchanan,RB,Army,FBS Independents,rushing,YPC,4.3
2020,4432283,Jaden Hullaby,TE,Texas,Big 12,defensive,TOT,1
2020,4240782,Asim Rose,RB,Kentucky,SEC,fumbles,LOST,2
2020,4362227,Bryce Wheaton,WR,West Virginia,Big 12,puntReturns,YDS,-1
2020,4037217,Brandon Chapman,TE,Wake Forest,ACC,receiving,LONG,25
2020,4258467,Sandon McCoy,RB,Army,FBS Independents,receiving,YDS,-4
2020,4240412,Aaron Hackett,TE,Syracuse,ACC,fumbles,LOST,1
2020,4244651,D'Vonte Price,RB,Florida International,Conference USA,fumbles,LOST,0
2020,4427957,Ty McCullouch,WR,Colorado State,Mountain West,receiving,LONG,8
2020,4052238,Cee Jay Powell,WR,Louisiana Tech,Conference USA,passing,ATT,1
2020,4361497,Carson Baker,QB,San Diego State,Mountain West,fumbles,REC,0
2020,4682828,Gabriel Watson,RB,Texas,Big 12,rushing,CAR,7
2020,4048096,Drew Lisk,QB,Utah,Pac-12,rushing,YPC,6.0
2020,4361912,Herman McCray,TE,Georgia State,Sun Belt,defensive,PD,0
2020,4372016,Jaylen Waddle,WR,Alabama,SEC,receiving,YPR,21.1
2020,4426692,Luke Benson,TE,Syracuse,ACC,defensive,SOLO,1
2020,4034772,Seth Green,TE,Minnesota,Big Ten,receiving,YPR,12.7
2020,4569481,Anthony Watkins,RB,Tulsa,American Athletic,kickReturns,NO,2
2020,4043607,Xavier Gaines,TE,Marshall,Conference USA,defensive,SACKS,0
2020,4689855,Isaiah Alston,WR,Army,FBS Independents,defensive,TOT,4
2020,4045177,Isaac Lutz,WR,Penn State,Big Ten,defensive,QB HUR,0
2020,4569951,Isaac Rex,TE,BYU,FBS Independents,receiving,YPR,11.6
2020,4360589,Dontae Smith,RB,Georgia Tech,ACC,defensive,SACKS,0
2020,4428753,Lincoln Victor,WR,Hawai'i,Mountain West,fumbles,REC,0
2020,4428203,Raymond Pauwels Jr.,TE,Fresno State,Mountain West,defensive,PD,0
2020,4690070,Mitchell Tinsley,WR,Western Kentucky,Conference USA,defensive,QB HUR,0
2020,4363104,Chris Smith,RB,Louisiana,Sun Belt,defensive,SACKS,0
2020,4371863,Chance Warren,RB,Navy,American Athletic,kickReturns,NO,8
2020,4427625,Amari Johnson,WR,UCF,American Athletic,puntReturns,LONG,19
2020,4240470,Damond Philyaw-Johnson,WR,Duke,ACC,fumbles,FUM,2
2020,4427834,Erick All,TE,Michigan,Big Ten,receiving,TD,0
2020,4240069,Malik Cunningham,QB,Louisville,ACC,rushing,YPC,4.6
2020,4426692,Luke Benson,TE,Syracuse,ACC,defensive,QB HUR,0
2020,4242506,Jaylon Redd,WR,Oregon,Pac-12,receiving,YPR,11.5
2020,4034779,Ko Kieft,TE,Minnesota,Big Ten,puntReturns,NO,1
2020,4568583,Tyler Lavine,RB,SMU,American Athletic,receiving,LONG,32
2020,4587415,Doug Bates,TE,Toledo,Mid-American,kickReturns,AVG,9.0
2020,4361141,Cammon Cooper,QB,Washington State,Pac-12,passing,ATT,16
2020,4428680,Marquel Tinsley,WR,Middle Tennessee,Conference USA,defensive,QB HUR,0
2020,4427575,Jha'Quan Jackson,WR,Tulane,American Athletic,rushing,TD,1
2020,4431234,Logan Loya,WR,UCLA,Pac-12,receiving,LONG,5
2020,4361514,TJ Sullivan,WR,San Diego State,Mountain West,receiving,YPR,14.0
2020,4055165,Renard Bell,WR,Washington State,Pac-12,rushing,YDS,-3
2020,4570491,Jayy McDonald,RB,Middle Tennessee,Conference USA,rushing,YPC,4.1
2020,4427951,Jalen McGaughy,WR,Ball State,Mid-American,defensive,TD,0
2020,4430867,Kyle Toole,QB,Troy,Sun Belt,rushing,YDS,7
2020,4427003,Kyron Cumby,WR,Illinois,Big Ten,rushing,CAR,2
2020,4240175,Luke Sanders,TE,Western Michigan,Mid-American,receiving,YDS,4
2020,4606001,Elelyon Noa,RB,Utah State,Mountain West,rushing,YPC,2.6
2020,4239939,Dennis Grosel,QB,Boston College,ACC,fumbles,FUM,1
2020,4036448,Jalen Virgil,WR,App State,Sun Belt,rushing,YDS,9
2020,4373397,Gavin Blunt,WR,Akron,Mid-American,puntReturns,AVG,0
2020,4261605,Chance Bell,RB,San Diego State,Mountain West,rushing,LONG,30
2020,4567096,John Metchie,WR,Alabama,SEC,defensive,QB HUR,0
2020,4689546,Danny Gray,WR,SMU,American Athletic,puntReturns,YDS,26
2020,4362667,Tyler Vitt,QB,Texas State,Sun Belt,passing,ATT,120
2020,4696700,Tip Reiman,TE,Illinois,Big Ten,defensive,TOT,1
2020,4032201,Kierre Crossley,RB,Central Arkansas,Southland,rushing,LONG,34
2020,4362570,Joel Wilson,TE,Central Michigan,Mid-American,receiving,YPR,10.0
2020,4567244,Jadon Jackson,WR,Ole Miss,SEC,receiving,LONG,21
2020,3929783,Isaac James,WR,Ball State,Mid-American,defensive,PD,0
2020,4430833,Ja'Quavion Fraziars,WR,Florida,SEC,defensive,QB HUR,0
2020,4613202,Kyle Williams,WR,UNLV,Mountain West,defensive,TD,0
2020,4608520,Sam Olson,TE,San José State,Mountain West,defensive,QB HUR,0
2020,4239084,Javan Hawes,WR,Arkansas State,Sun Belt,receiving,YPR,8.5
2020,4426780,Jirehl Brock,RB,Iowa State,Big 12,receiving,YPR,8.0
2020,4431398,Dylan Downing,RB,UNLV,Mountain West,rushing,YDS,8
2020,4426484,Marcus Major,RB,Oklahoma,Big 12,receiving,YPR,14.5
2020,4243765,Austin Upshaw,WR,SMU,American Athletic,defensive,QB HUR,0
2020,4428030,Jalen Mitchell,RB,Louisville,ACC,receiving,TD,0
2020,4689899,Jeremy Hunt,QB,UL Monroe,Sun Belt,defensive,TOT,1
2020,4370350,Artie Henry III,WR,Marshall,Conference USA,puntReturns,YDS,60
2020,4037609,Dominic Benson,WR,San Diego State,Mountain West,receiving,REC,3
2020,4362509,Cam'Ron Harris,RB,Miami,ACC,defensive,SOLO,2
2020,4243765,Austin Upshaw,WR,SMU,American Athletic,kickReturns,LONG,10
2020,4044082,Mason Donaldson,WR,Campbell,Big South,defensive,TOT,1
2020,4360564,TaMerik Williams,RB,SMU,American Athletic,defensive,TFL,0
2020,4039936,Tray Eafford,WR,Troy,Sun Belt,defensive,SACKS,0
2020,4241671,Jeremiah Haydel,WR,Texas State,Sun Belt,rushing,CAR,4
2020,4605866,Darius Ocean,QB,Western Kentucky,Conference USA,passing,YDS,0
2020,4259499,Shi Smith,WR,South Carolina,SEC,fumbles,FUM,1
2020,4690073,Craig Burt Jr.,WR,Western Kentucky,Conference USA,rushing,CAR,1
2020,4696690,Reggie Love III,RB,Illinois,Big Ten,rushing,LONG,8
2020,4372519,Jashaun Corbin,RB,Florida State,ACC,defensive,SACKS,0
2020,4362430,Taye Barber,WR,TCU,Big 12,receiving,LONG,30
2020,4367208,David Priebe,TE,UCLA,Pac-12,defensive,QB HUR,0
2020,4249031,Baniko Harley,QB,Austin Peay,OVC,defensive,SOLO,1
2020,4040728,Trey Ragas,RB,Louisiana,Sun Belt,defensive,TFL,0
2020,4361530,Artur Sitkowski,QB,Rutgers,Big Ten,passing,YPA,5.6
2020,4373686,Stefan Cobbs,WR,Boise State,Mountain West,rushing,TD,0
2020,3928455,Noah Johnson,QB,South Florida,American Athletic,passing,COMPLETIONS,48
2020,4240781,Bryant Koback,RB,Toledo,Mid-American,rushing,LONG,27
2020,4565761,Emani Bailey,RB,Louisiana,Sun Belt,rushing,YDS,60
2020,4361936,Anthony Queeley,WR,Syracuse,ACC,receiving,TD,2
2020,4427709,Keshawn King,RB,Virginia Tech,ACC,kickReturns,AVG,21.7
2020,4240121,Thayer Thomas,WR,NC State,ACC,defensive,TD,0
2020,4243928,Jaetavian Toles,WR,Tulane,American Athletic,kickReturns,LONG,6
2020,4567476,Logan Holgorsen,QB,Houston,American Athletic,rushing,YPC,-1.5
2020,4570132,Ryan Davis,WR,UAB,Conference USA,puntReturns,LONG,37
2020,4240418,Christian Beal-Smith,RB,Wake Forest,ACC,kickReturns,NO,3
2020,4036485,CJ Marable,RB,Coastal Carolina,Sun Belt,receiving,YPR,7.4
2020,4241416,Chuba Hubbard,RB,Oklahoma State,Big 12,receiving,YPR,6.5
2020,4569618,Garrett Wilson,WR,Ohio State,Big Ten,rushing,TD,0
2020,4241263,Charlie Kolar,TE,Iowa State,Big 12,receiving,LONG,44
2020,4428396,Hayden Rucci,TE,Wisconsin,Big Ten,defensive,QB HUR,0
2020,4685203,Caleb Robinson,RB,Stanford,Pac-12,defensive,TFL,0
2020,4431053,Mac Dalena,WR,Fresno State,Mountain West,kicking,XPA,4
2020,4360230,Emory Jones,QB,Florida,SEC,rushing,LONG,22
2020,4686377,Amauri Pesek-Hickson,RB,Kansas,Big 12,receiving,TD,0
2020,4360056,Ben Bryant,QB,Cincinnati,American Athletic,passing,PCT,0.786
2020,4039089,Cameron Odom,WR,Ohio,Mid-American,rushing,CAR,1
2020,4362431,Justin Rogers,QB,UNLV,Mountain West,passing,COMPLETIONS,14
2020,4036482,Javonis Isaac,TE,Arkansas State,Sun Belt,rushing,CAR,1
2020,4361333,Asa Martin,RB,Memphis,American Athletic,fumbles,LOST,1
2020,4372597,Jamarye Joiner,WR,Arizona,Pac-12,kickReturns,LONG,17
2020,4258190,Ben Mason,TE,Michigan,Big Ten,receiving,REC,2
2020,4613087,Jamaal Bell,WR,Nevada,Mountain West,kickReturns,YDS,393
2020,4035537,Kene Nwangwu,RB,Iowa State,Big 12,kickReturns,AVG,28.9
2020,4241138,Wesley Kennedy III,RB,Georgia Southern,Sun Belt,receiving,LONG,61
2020,4567506,Tahj Washington,WR,Memphis,American Athletic,defensive,SOLO,4
2020,4365477,Brody Brumm,WR,Liberty,FBS Independents,kickReturns,TD,0
2020,4361516,Daniel Bellinger,TE,San Diego State,Mountain West,defensive,SOLO,2
2020,4240266,Tre'von Bradley,WR,Houston,American Athletic,receiving,LONG,39
2020,4427105,Max Duggan,QB,TCU,Big 12,defensive,PD,0
2020,4426892,Dante Cephas,WR,Kent State,Mid-American,defensive,TD,0
2020,4361032,Bryce Carpenter,QB,Coastal Carolina,Sun Belt,receiving,REC,2
2020,4249426,Jalen Wayne,WR,South Alabama,Sun Belt,fumbles,REC,0
2020,4568612,Onasis Neely,RB,Temple,American Athletic,defensive,PD,0
2020,4368174,Damoriea Vick,WR,Missouri State,MVFC,receiving,LONG,8
2020,4035911,Kameron McQueen,WR,Kansas,Big 12,receiving,TD,0
2020,4362874,Matt Corral,QB,Ole Miss,SEC,rushing,CAR,111
2020,4361624,Tye Evans,RB,Ball State,Mid-American,rushing,CAR,80
2020,4568406,Calvin Hill,RB,Texas State,Sun Belt,defensive,TD,0
2020,4044144,Kenny Yeboah,TE,Ole Miss,SEC,receiving,LONG,68
2020,4052178,Charles Williams,RB,UNLV,Mountain West,rushing,TD,4
2020,4362630,Terrace Marshall Jr.,WR,LSU,SEC,fumbles,FUM,1
2020,4034772,Seth Green,TE,Minnesota,Big Ten,receiving,TD,0
